sentiment,text
0,ІІІ.
0,Шараға шақырылғандардың құрамы
0," Облыстың зиялы қауым өкілдері, басқарма басшылары, аудан әкімдері, ЖОО басшылары мен БАҚ өкілдері."
0,"Қазақстан Республикасының Сыртқы істер министрлігі Иерусалим қаласының мәртебесіне қатысты мәлімдеме жасады, деп хабарлайды inform.kz-ке сілтеме жасаған NUR.KZ."
0,Сыртқы істер министрлігі.Фото kapital.kz
0," Қазақстан Иерусалим қаласының мәртебесіне қатысты жағдайдың шиеленісуіне орай өз алаңдаушылығын білдіреді және барлық мүдделі тараптарды ұстамдылыққа шақырады, делінген хабарламада."
0,ҚР СІМ БҰҰ қарарлары негізінде палестиндік-израильдік реттеуге қолдауын растайды.
0,"Иерусалимнің қазіргі мәртебесінің сақталуын жақтай отырып, Қазақстан халықаралық құқық пен Біріккен Ұлттар Ұйымы Бас Ассамблеясы және Қауіпсіздік Кеңесінің 181 1947, 242 1967, 338 1973, 2334 2016 қарарлары, сондай-ақ 2002 жылғы Араб бейбіт бастамасы негізінде палестиндік-израильдік реттеуге қолдауын растайды, деп атап өткен министрлік."
0,"Палестиндік-израильдік қақтығыстың шешімі 1967 жылғы шекараларда астанасы Шығыс Иерусалим болып табылатын Палестина Мемлекетінің құрылуын көздейтін екі халыққа екі мемлекет қағидасына сәйкес іске асуы тиіс, деп санайды Қазақстанның сыртқы саясат ведомствосы."
0,Қазақстан БҰҰ Қауіпсіздік Кеңесінің тұрақты емес мүшесі ретінде Таяу Шығыста бейбітшілікті орнатудың ажырамас шарты болып табылатын өңірдегі тұрақтылықты қалпына келтіру процесіне толық қолдауын көрсетуді жалғастырады.
0,"Атмосфералық фронттардың өтуіне байланысты еліміздің кей өңірінде жауын-шашын, көктайғақ, бұрқасын, желдің күшеюі сақталады."
0,"Тек республиканың оңтүстік, солтүстік және шығысында жауын-шашынсыз ауа райы күтіледі."
0,Көрнекі фото pavlodarnews.kz
0," Жамбыл облысында тұман болып, желдің күшеюі 15-20 мс, күндіз екпіні 23-28 мс-қа жетеді деп күтіледі."
0,"Қостанай облысында желдің екпіні 15-20 мс, кей жерлерде бұрқасын, көктайғақ болады."
0,Ақмола облысында тұман болады.
0,"Алматы облысының кей жерлерінде тұман, Жалаңашкөл ауданында желдің күшеюі күтіледі."
0,"Қызылорда облысында тұман, көктайғақ, жел 15-20 мс болады."
0,"Солтүстік Қазақстан, Оңтүстік Қазақстан облыстарының кей жерлерінде тұман, күндіз желдің күшеюі 15-20 мс болады деп күтілуде."
0,"Қарағанды, Маңғыстау, Атырау, Батыс Қазақстан, Ақтөбе облыстарында көктайғақ, тұман болады."
0,Шығыс Қазақстан облысының кей жерлерінде тұман болады.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0,Бас прокуратура шетел асқан миллиардтарды қайтаруға кірісті.
0,Тіпті оффшордағы қыруар қаржыны отанға қайтаруды өз бақылауына алған Жақып Асанов ақшаның ізіне адаспай түсуі үшін прокурорлардың білімін жетілдіріпті.
0,Бұл туралы КТК арнасына сілтеме жасаған NUR.KZ хабарлайды.
0,Жақып Асанов.
0,Фото bnews.kz
0,Бұл іске Қаржы министрлігі де қосылған.
0,"Алайда, мұхит асқан миллиардттарды қайтару оңай болмайтынын шенеуніктер осы бастан мойындап отыр."
0,Президенттің пәрменінен кейін Есілдің сол жағалауында нағыз дүрбелең басталып кеткен.
0,Таяқтың ұшы тиген құзырлы органдар қалың ұйқысынан ояғандай.
0,Осылайша олар Қазақстаннан шығарылған әр тиынды түгендеуге бел шеше кіріскелі жатыр.
0,Бірақ капиталды қайтару жолдары белгісіз.
0,Тек Бас прокуратура оннан астам қызметкерін экономикалық қылмыстарды тергеуге үйретіпті.
0,"Әйтсе де, қаржылық қитұрқылықтарды әшкерелейтін сауаттары әлі де төмен."
0,Енді былықты әшкерелеу үшін Қаржы министрлігі көмекке келмек.
0,Тиісті тапсырмаларды алдық.
0,Бізде сауатты күресу үшін біздің мықты мамандар болуы керек.
0,Сондықтан мамандар оқып келді.
0,"Арнайы курстан, тренингтан өтті."
0,"Енді бұл бағытта біз басқа өкілетті органдармен бірігіп, сол жұмысты жасаймыз, - дейді Бас прокурор."
0,"Ал Қаржы министрлігі шетелдегі әріптестерімен байланысып, қай мемлекетте отандық олигархтарға тиесілі шоттар мен жылжымайтын мүлік барын анықтамақ."
0,"Басқа мемлекеттердің салық органдарымен ақпарат алмасу арқылы, фатко деген келісім-шарт бар сол арқылы да қараймыз."
0,Оның үстіне Бэпс деген жоба бар.
0,"Бұл да салықтан жалтару, ақшаны тығуға қарсы жұмыстар."
0,"Осыған қарсы іс-шаралар қабылданып жатыр, - Қаржы министрі Бақыт Сұлтанов."
0,"Жалпы, қазір оффшор мен шетел банктерінде Қазақстаннан аударылған 12 жарым миллиард доллар жатыр екен."
0,Ақшасын шетелге тыққандардың арасында мүйізі қарағайдай ұлттық компаниялар да бар.
0,Бұдан былай Қазақстанда тапқан ақшасын шетелге аударуға заңмен тыйым салынғалы жатыр.
0,"Алайда, бұл құжаттың аты түгіл заты да жоқ."
0,Президенттің сынынан соң Үкімет тиісті заңды әзірлеуге енді кірісті.
0,"Оның ұзақ шаруа екенін ескерсек, арал асқан ақшаның жақын арада оралуы екіталай."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0," Әйгілі түрік актерін шақырған Жыл таңдауы додасы елдің көңілінен шықпады фото, видео "
0," Кеше еліміздің шоу-бизнес ортасындағы елеулі оқиғалардың бірі - отандық әншілер мен өнерпаздардың ең үздіктерін таңдап, сарапқа салатын Жыл таңдауы фестивалі болып өтті деп хабарлайды NUR.KZ."
0,"Аталған шараға түрік актері Юсуф Чим, Лилит Оганесян, ресейлік Винтаж тобы арнайы қонақ ретінде шақырылып, жетпістен аса қазақстандық әнші қатысты."
0,"Сондай-ақ, кешті ұйымдастырушы Ләйлә Сұлтанқызының айтуынша, бұл шараның басты ерекшелігі - қазақ айтыскерлерінің де жүлдеге ие болуы болып отыр."
0,Шара басталмас бұрын  ұйымдастырушылар түрік актері Юсуфпен баспасөз конференциясын өткізген.
0,"Алайда олар баспасөз конференциясын белгіленген уақыттан екі сағатқа кеш бастап, журналистерді күттіріп қойды."
0,Жыл таңдауы - 2018 жыл сайынғы фестивалінде 11 отандық жұлдыз жүргізуші болды.
0,"Олардың қатарында Тоқтар мен Бейбіт, Ерке Есмаxан мен Юсуф Чим, Құралай Анарбекова, Тәуекел Мүслім, Дәулет Бижанов, Әсел Асқар, Нұрсұлтан Құрман, Ләйлә Сұлтанқызы мен Мая Бекбаева бар."
0,Аталған фестиваль Алматыдағы Алматы Арена кешенінде болып өтті.
0,"Залға жиналған көрермендердің қарасы көп болғанымен, фестивальдің ұйымдастырылуына көңілі толмағандар да аз болмады."
0,Жыл таңдауынан мен үлкен шоу күткен едім.
0,"Концерт кеш басталғаны өз алдына, артта отырған көрермендер əншілерді алыстан көріп, дауыстарын алыстан естідік, - деп ренішін білдірді залдағы көрерменнің бірі."
0,"Айнұр есімді бойжеткеннің айтуынша, ол мұнда түрік актері үшін ғана келген."
1,Юсуф Чим - сүйікті актерім.
0,Мұнда құрбыларыммен сол үшін келдік.
1,Біз бәріміз оның Құлпынай иісі телехикаясы арқылы білеміз және жақсы көреміз.
0,Сондықтан бұл шараға сол үшін ғана келдік.
0,"Шыны керек, біздің концерттің сапасына көңілім толмады."
0,Көп әншілер жанды дауысты ән айта алмай қалды.
0,LED-экрандар істемей тұрды.
0,Дауыстар алыстан естілді.
0,"Сол үшін ұялдым, - дейді ол."
0,"Кеш жүргізушілерінің бірі болып таңдалған Тоқтар Серіковтің айтуынша, ол бұл сахнаға басында шықпаймын деп ойлаған."
0,Оған себеп - концертте Ninety One тобының өнер көрсетуі.
0,"Дегенмен, битке өкпелеп, тоныңды отқа жақпа деген ұстанымдағы әнші өзінің сахнаға аталған топ үшін шықпай қалған әріптестерінің әрекетін құптамайтынын айтты."
0,"Ең үздік әншілердің қатарында Кәмшат Жолдыбаева, Ерке Есмахан, Нұрболат Абдуллин, Тоқтар Серіков пен Бейбіт, Ninety One тобы және т.б."
0,көптеген әншілер көрінді.
0,"Бір қызығы, сахнаға Юсуф Чимнің шығуын сарыла күткен көрермендердің біразы соңына дейін қалмай, қайтып кетті."
0,Концертте ерекше образымен ерекшеленген Кәмшат Жолдыбаеваны бір қарағанда тану мүмкін емес.
0,Падиша әніне сай ерекше образда келген ол ашық киімімен елдің назарына түсті.
0,"Мағыстауда екі көлік соғысып, арты алапат өртке ұласты."
-1,"Салдарынан, жүргізушілердің бірі темір тұлпарының ішінде тірідей жанып кеткен."
-1,Полиция қызметкерлері жантүршігерлік жол апатына қатысты тергеу амалдарын бастады деп хабарлайды КТК арнасына сілтеме жасаған NUR.KZ.
0,Көрнекі фото
-1,Өліммен аяқталған апат кеше кешкі уақытта болған.
-1,"Куәгерлердің айтуынша, Ақтау-Жаңаөзен трассасындағы жанармай бекетінен шыққан жеңіл көлік жолдың қарсы бағытымен жүріпті."
-1,"Сөйтіп, алдынан жүк көлігі шыға келіп, екеуі қақтығысқан."
-1,"Қатты соққыдан от тұтанып, Renault-тің Рено жүргізушісі іштен шыға алмай қалған."
-1,Ақыры түгі қалмай өртеніп кетті.
-1,Темір тұлпарлар да күлге айналған.
1,Ал жүк көлігінің 25 жастағы жүргізушісі дін аман.
0,Ол тіпіт дәрігерлердің көмегін де қажетсінбеді.
-1,Қазір жантүршігерлік оқиғаның мән-жайынтәртіп сақшылары анықтап жатыр.
0,Олар сот-медициналық сараптамасын тағайындаған.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0,10 жыл бұрын жоғалған әмиянын ақшасымен қоса қайтып алған азамат өз көзіне сенбеді
0,Швейцария тұрғынына 2007 жылы жоғалған әмияны мен оның ішіндегі заттары түгелімен қайтарылып берілді.
0,Петер Марку осыдан 10 жыл бұрын Харкинген қаласындағы пошта қоймасының құрылысы кезінде дүниесін жоғалтып алған деп жазады 24.kz сайтына сілтеме жасаған NUR.KZ.
0,Фото 20min.ch
0," Әмиян ішінде оның құжаттары, несие картасы мен 500 франк ақшасы болыпты."
0,Алайда ер адам үшін ескі 20 франктық банкнота ең қымбат болған.
0,"Ол 1989 жылы Швейцарияға қоныс аударған күннен бері сол ақшамен өмірін бастап, бойтұмар ретінде сақтап жүріпті."
0,"Әмияны жоғалған соң Марку әріптестерімен барлық құрылыс алаңын қарап шығып, таба алмаған."
0,"Бірнеше күн бұрын ер адамға Харкингендегі пошта орталығынан қоңырау шалып, қызметкерлерінің бірі оған тиесілі затты тауып алғанын айтқан."
1,"Сүйінші хабарды ести сала, дүниесін алуға барған Марку әмиян ішіндегі заттардың бәрі орнында екеніне көз жеткізді."
1,"Швейцарлықтар шынымен өте әділ жандар екен, – дейді таңғалған Марку тілшілерге."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0," Амангелді Айталы Қазаққа Құдай салды, біз көндік деген көзқарастан арылу керек "
0," Белгілі ғалым, Мемлекет және қоғам қайраткері Амангелді Айталы қазақ көзқарасын өзгерту керек екенін айтты деп хабарлайды NUR.KZ."
0,Амангелді Айталы.
0,Фото nur.kz
-1,Тарихын білмеген ұлт жетім бала сияқты.
-1,Әкесі мен шешесін білмейтін жетім баланың кейпінде.
-1,Ұлтының тағдырын білмеген адам жетім баладай болады.
0,Әлихан Бөкейханов көбіне қазақтарды сынайды.
0,"Қазақтың үлкен кемшілігі бар неше түрлі жалған әңгімелерге көп сенеді де, тарихқа көп көңіл бөлмейді, ізденбейді деген."
0,Қазақ тарихқа тағдырдың көзімен қарайды.
0,"Құдай салды, біз көндік."
0,"Алла біледі, біз білмейміз дейді."
0,Қазақ тоталитарлық көзқарастан арылу керек.
0,"Аллаға сенсін, бірақ, қазақ тарихта білгілі бір тұлға, тарихта аты қалатын ұлт болу керек."
0,Белсенді болу керек.
0,"Қазақ өз қолымен өз тарихын жасайды, - дейді Амангелді Айталы."
0,Алаш идеясы – Мәңгілік елдің ұстанымы атты республикалық конференцияда сөз сөйлеген қоғам қайраткері жастардың тарихты білуі керек деген мәселеге көбірек тоқталды.
0,1905 жылы Щербина деген орыс ғалымы кітап шығарады.
0,Оның бірқатар бөлігі қазақтарға және оның психологиясына арналған.
-1,"Шетел ғалымы қазақтарды зерттеп, 13 жаман мінезін анықтайды Шынайы намыстың жоқтығы, шартты ержүректілік, шартты адалдық, өтірікшілік, пайдақорлық, мылжыңдық, бейқамдық, өсек-аяңшылдық, даукестік, даңқойлық, мақтаншақтық, айлакерлік, нәпсәқұмарлық деген."
0,"Осы мінездер біздің бойымызда сол кезде де болған, қазір де бар деп ойлаймын."
0,"Патша үкіметі осы мінезді пайдаланғысы келді, - дейді қоғам қайраткері."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0,Астана қазақ футболы тарихында алғаш рет Еуропа лигасының плей-офф кезеңіне шықты
0,Астана клубы қазақ футболы тарихында алғаш рет Еуропа лигасының плей-офф кезеңіне жолдама алды.
0,Күні кеше елордалықтар Чехияның Славия командасын 10 есебімен ұтып кетті деп хабарлайды NUR.KZ.
0,Фото www.eurosport.ru
1,Күллі Қазақстанға қуаныш сыйлаған голды Марин Аничич 38 минутта соқты.
0,"Бас төреші Давид Масса алғашында голды есепке алмағанымен, көмекшісімен ақылдасқан соң есепті тіркеді."
0,Екінші таймда қазақстандық команданың қорғаушылары дұрыс қорғана білді.
0,Қырағылық танытқан қақпашы Ненад Эрич те бірнеше рет қарсыластың добына тойтарыс берді.
0,"Нәтижесінде бірінші таймдағы есеп сақталып, Астана 10 ұпаймен Еуропа лигасының 116 финалына шықты."
0,Астананың плей-офф кезеңіндегі қарсыласы 11 желтоқсан күні анықталады.
0,Жеребе тастау рәсімі Швейцарияның Ньон қаласында өтеді.
0,Салтанатты шара Астана уақытымен сағат 1800-де басталады.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0,Атырау облысының әкімі Нұрлан Ноғаев жаңа орынбасарын таныстырды.
0,"Президент Әкімшілігінің келісімімен, облыс әкімінің өкімімен өңір басшысының орынбасары болып Нұрсәуле Сайлауқызы Сайлауова тағайындалған деп хабарлайды Атырау басылымына сілтеме жасаған NUR.KZ."
0,Фото atr.kz
0,Бұған дейін осы лауазымда еңбек еткен Сәлімжан Нақпаев өз өтінішіне сәйкес қызметінен босатылды
0,Сәлімжан Жұмашұлы түрлі мемлекеттік қызметтерді атқарды.
0,Өзінің білікті де білімді маман екенін көрсетті.
0,Алдағы уақытта да мол тәжірибесімен өзге жұмыста бөліседі деген сенімдемін.
1,"Сәттілік тілеймін, - деген Нұрлан Асқарұлы осыған дейін облыстық білім беру басқармасының басшысы болған Нұрсәуле Сайлауованың бұл қызметке тәжірибесі жеткілікті екенін атап өтті."
0,"Енді аймақ басшысының орынбасары Әлібек Нәутиев ауыл шаруашылығы, ал Нұрсәуле Сайлауова әлеуметтік салаларға жетекшілік ететін болды."
1,"Өз кезегінде Нұрсәуле Сайлауқызы өзіне артылған сенім үшін алғысын білдіріп, қызметіне бар күш-жігерін арнайтынын жеткізді."
0,Нұрсәуле Сайлауқызы.
0,Фото Атырау
0," Нұрсəуле Сайлауованың педагогика саласында екі жоғары білімі бар, Болашақ халықаралық білім беру бағдарламасының стипендиаты."
0,"Педагогика ғылымдарының докторы, Қазақстан педагогика ғылымдары академиясының академигі."
0,Еңбек жолын 1997 жылы Қазақ мемлекеттік қыздар педагогикалық университетінде аспирант болып бастаған.
0,2011 жылы Алматы қаласындағы №167 мектепте психолог болды.
0,2002-2008 жылдары Қазақ мемлекеттік педагогикалық университетінде түрлі лауазымдар атқарды.
0,"2008-2012 жылдары Х.Досмұхамедов атындағы Атырау мемлекеттік университетінің педагогика, психология жəне өнер факультетінің деканы, 2012-2013 жылдары жастар орталығының директоры, 2013-2014 жылдары мектепке дейінгі жəне бастауыш білім беру кафедрасының доценті болды."
0,"2014-2015 жылдары Атырау қалалық білім беру бөлімінің басшысы, 2015 жылдан күні бүгінге дейін Атырау облыстық білім беру басқармасының басшысы қызметін атқарды."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
-1,Қазақстанның экс-министрлері мен әкімдері қанша ақша арқалап кеткені белгілі болды
0,Соңғы он жылда шетелде бой тасалап жүрген 205 жемқордың 152-сі елге қайтарылған деп xабарлайды ҚазАқпарат.
0,ҚАЙРАТ ҚОЖАМЖАРОВ.
0,ФОТО ҰЛТТЫҚ БЮРО БАСПАСӨЗ ҚЫЗМЕТІ
-1,Әлі күнге дейін жемқор министрлер мен әкімдер шетелде тығылып жүр.
-1,Олардың барлығы 8 млрд доллардан астам қаржыны жымқырып кетті.
-1,"Әрине, бірінші кезекте ұйымдасқан қылмыстық топтың жетекшісі Әбілязов пен Храпуновтарды атап өткен жөн."
0,Бүгінде олар саяси баспананың арқасында жазадан құтылып кетеміз деп ойлайды.
-1,Бірақ біз олардың жазадан құтыла алмайтынына сенімдіміз.
0,"Біз шетелдік әріптестерімізбен бірлесе отырып, әрбір жемқордың тиісті жазасын береміз, - деді Мемлекеттік қызмет істері және сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің төрағасы Қайрат Қожамжаров Астанада өткен xалықаралық конференцияда."
0,"Агенттік басшысының айтуынша, осы уақытқа дейін Қазақстан жемқорлар мен олардың активтерін қайтару бойынша 40-тан астам мемлекетпен xалықаралық келісімді рәсімдеді."
0,"Әріптестердің ішінде Испания, Түркия, Оңтүстік Корея, Біріккен Араб Әмірліктері, Литва және тағы басқа елдер бар."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0," ҚМДБ төрағасы Ержан қажы Малғажыұлы Бас мүфти қызметінен кетіп, орнына Серікбай қажы Ораз сайланды деп хабарлайды NUR.KZ."
0,Ержан қажы Малғажыұлы ҚМДБ баспасөз хатшысымен.
0,Фото facebook
0,Алматы қаласында Қазақстан мұсылмандарының кезекті VIII құрылтайы өтті.
0,"Құрылтай жұмысына Дін істері және азаматтық қоғам министрі Нұрлан Байұзақұлы Ермекбаев, Қазақстан мұсылмандары діни басқармасы Төралқа мүшелері, Ғұламалар кеңесінің мүшелері, теолог-ғалымдар, зиялы қауым өкілдері, еліміздің әр облысынан келген құрылтай делегаттары қатысты."
0,ҚМДБ төрағасы Ержан қажы Малғажыұлы Бас мүфти лауазымына наиб мүфти Серікбай қажы Ораздың кандидатурасын ұсынды.
1,"Құрметті құрылтай делегаттары, осыдан 5 жыл бұрын Бас мүфти қызметіне сайланғанымда бұл аманатты абыроймен атқарып шығуды Алладан сұрап едім."
1,Сіздермен бірге көптеген ауқымды іс-шараларды атқардық.
1,Бұл аманатты орынбасарым Серікбай қажы Оразға тапсыруға шешім қабылдадым.
1,Ол 20 жылдан астам діни салада қызмет етіп келеді.
1,Діни басқарма тарихында үш мүфтидің кезеңінде белсенділігімен көзге түсті.
1,Оның идеясы мен іскерлігінің арқасында көптеген игі жобалар жүзеге асты.
1,Серікбай қажы Ораз Бас мүфти қызметін жоғары деңгейде атқарады деген сенімдемін.
1,"Сіздер де бұл ойымды құптайсыздар деп ойлаймын, – деп атап өтті."
0,Серікбай қажы Ораз.
0,Фото muftyat.kz
1," Құрылтайға жиналған 300 делегат Серікбай қажы Оразға дауыс беріп, бірауыздан Бас мүфти лауазымына сайлады."
1,Серікбай Сатыбалдыұлы құрылтай делегаты алдында діни салада аянбай қызмет етуге сенім білдірді.
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
-1," Қостанайда кішкентай қызды қонақүйге алдап апарып, бірнеше рет зорлаған жігіт істі болды "
-1,Қостанай облысының 29 жастағы тұрғыны кәмелетке толмаған қызды зорлағаны үшін күдікті деп танылды.
0,Аталмыш іс сотқа жіберілген деп хабарлайды Kstnews.kz сайтына сілтеме жасаған NUR.KZ.
0,Көрнекі сурет.
0,Фото vk.com
0," Іс материалдары бойынша, оқиға ағымдағы жылдың 4 маусымында болған."
0,Осы күні ер адам зардап шегетін қыз өзінің отбасымен бірге тұратын ауылға келеді.
0,"Оның айтуынша, ағасы қызды тексеру үшін ауруханаға алып баруды өтініп, ол үшін такси жіберген."
0,"Кішкентай қыз ер адамды ағасының жанында үнемі көріп жүргендіктен еш күдіктенбей, көлікке отырады."
-1,"Содан кейін күдікті азамат жасөспірімді Рудныйдағы қонақүйлердің біріне апарып, бірнеше рет зорлап тастаған."
-1,Азғындық әрекетін жүзеге асырған соң ол қызды вокзалға апарып тастайды.
0,"Жеткіншек ол жақтан автобусқа отырып, үйіне жеткенде анасына болған жайтты айтып берген."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
-1,Соңғы он жылда шетелде бой тасалап жүрген 205 жемқордың 152-сі елге қайтарылған.
0,Бұл туралы Қазақпарат агенттігіне сілтеме жасаған NUR.KZ хабарлайды.
0,Виктор Храпунов.
0,Фото ca-news.org
-1,- Әлі күнге дейін жемқор министрлер мен әкімдер шетелде тығылып жүр.
0,Олардың барлығы 8 млрд доллардан астам қаржыны жымқырып кетті.
0,"Әрине, бірінші кезекте ұйымдасқан қылмыстық топтың жетекшісі Әбілязов пен Храпуновтарды атап өткен жөн."
0,Бүгінде олар саяси баспананың арқасында жазадан құтылып кетеміз деп ойлайды.
0,Бірақ біз олардың жазадан құтыла алмайтынына сенімдіміз.
0,"Біз шетелдік әріптестерімізбен бірлесе отырып, әрбір жемқордың тиісті жазасын береміз, - деді Мемлекеттік қызмет істері және сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің төрағасы Қайрат Қожамжаров."
0,"Агенттік басшысының айтуынша, осы уақытқа дейін Қазақстан жемқорлар мен олардың активтерін қайтару бойынша 40-тан астам мемлекетпен xалықаралық келісімді рәсімдеді."
0,"Әріптестердің ішінде Испания, Түркия, Оңтүстік Корея, Біріккен Араб Әмірліктері, Литва және тағы басқа елдер бар."
0,Оңтүстікте бес баласын тастап кеткен көкек ана елдің сынына ұшырады.
0,Анасының қарауынсыз қалған балаларды әкесі қамқорлығына алыпты.
0,Шиіттей бала-шағасымен өлместің күйін кешкен жалғызбасты әке өз перзентіне жаны ашымаған безбүйрек әйелінің әрекетіне ашынады.
0,Бұл туралы өңірдегі NUR.KZ тілшісі хабарлайды.
0,Аналары тастап кеткен жеткіншектер.
0,Фото отбасы жеке мұрағатынан
0,Оңтүстіктің тұрғыны Бағлан Темірбеков бес баласын қазір өзі қарап отыр.
0,Бір ұлы мүгедек.
0,"Сондықтан, үй жағдайында оқытуға мәжбүр."
0,Жұбайы Заринамен ажырасқан соң балалары анасының қарауына берілген.
-1,"Кейін келіншек оларға қарамай, ұратынды шығарады."
0,Анасының қорлығынан шаршаған ұлдары әкесінен ажырағысы келмейтіндерін айтқан.
0,"Менің үш ұл, екі қызым бар."
-1,Әйеліміз екеуміз жараса алмадық.
-1,Бесіктегі баламды тастап кете беретін.
-1,Жеті-сегіз айлап көше қаңғып кететінді шығарды.
-1,Сонымен біз соттастық.
0,Соттың шешімі бойынша бес балам әйелімнің қолында қалған.
-1,"Бірақ, әйелім оларға қарамай, қаңғып кетті."
-1,"Амал жоқ, балаларды өзімнің қамқорлығыма алдым."
-1,"Бірақ, анасы оларды іздеп келмейді."
-1,"Балаларым да анасын көргісі келмейді, - дейді Бағлан Темірбеков."
0,Зарина бес баласы үшін мемлекеттен жәрдемақы алады.
0,"Бірақ, перзенттері үшін бір тиын да әкелмейді екен."
0,"Ал, жалғызбасты әке үйдегі бала-шағасын ысырып, жұмыс істей алмайды."
0,Өйткені балаларды сеніп тапсыратын әзірге ешкім жоқ.
0,"Намыс болса да айтайын, бала-шағамның киетін киімі жоқ."
0,Қыстың суық күнінде аяқтары жаурап жүр.
0,Мемлекет балаларымды қамқорлығына алған.
-1,"Бірақ, оның бір тиыны да балама берілмейді."
0,"Әйелім қалтасына салып, тайраңдап жүр."
0,Жәрдемақы жөнінде Төле би аудандық жұмыспен қамтуды үйлестіру және әлеуметтік бағдарламалар бөліміне көмекке жүгіндім.
0,Балаларымның жәрдемақысын өздеріне берсе деймін.
0,"Бірақ, олар да көмектесуден бас тартып отыр."
0,"Айтуларынша, соттың шешімі бойынша балалар анасының қамқорлығында."
0,"Сондықтан, көмектесе алмайды екен, - дейді Бағлан Темірбеков."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0,Әкімнің сөзін пысқырмады Астаналықтар жаңа жылға дайындықты бастап кетті фото
0,Астаналықтар жаңа жыл мерекесіне қазірден бастап қызу дайындыққа кіріскен сауда дүкендерін сынап тастады.
0,"Айтуларынша, Астана əуелі Тəуелсіздік күніне, кейін Жаңа жыл мерекесіне əзірленуі тиіс."
0,Астана.
0,Көрнекі фото Интернет желісінен
0,Елорданың Жаңа жыл мерекесіне дайындықты қазірден бастап кеткені рас па?
0,Шаһар əкімі Əсет Исекешовтың сөзін кімдер елеп-ескерді?
0,"NUR.KZ тілшісі қала тұрғындарымен тілдесіп, астаналықтардың мереке күндері қарсаңындаңы көңіл-күйін біліп қайтты."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0," Астана биылғы жылы алдымен Тəуелсіздік күнін атап өтеді, содан кейін барып Жаңа жыл мерекесіне дайындықты бастайды деген əкім Исекешовтың сөзі далада қалған сыңайлы."
0,"Оған дəлел, қаланың келер жылға дайындығына қазірден бастап кірісіп кеткені болып отыр."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0," Мəселен, қаладағы ірі сауда орталықтары алдында шырша бой көтеріп, сауда дүкендері жаңа жылдық гирляндтарды іліп қойған көрінеді."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
-1,Елорда сауда дүкендернің бұл əрекеттеріне тұрғындар да ашулы.
0,"Айтуларынша, қала əуелі Тəуелсіздік күнін атап өтіп, одан кейін ғана жаңа жыл мейрамына əзірленуі тиіс екен."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0," Міне, көрдіңіздер ғой, шыршаны қойып қойған, бутиктерде де түрлі əлем-жəлем əшекейлер."
0,"Жылда осылай, бұларға Тəуелсіздік күнінің қадір-қасиетін қалай түсіндіру керек, білмеймін?"
0,"Əкімнің өзі айтты емес пе, биыл Тəуелсіздік күнін атап өткен соң ғана, жаңа жыл тойланады деп."
0,Əкімнің сөзін пысқырған бұлар жоқ.
0,"Білмеймін, қайда бара жатқанымызды, бізде сөз басқа, іс басқа, соған етіміз əбден үйреніп кеткен секілді, - деп күйінді астаналық Жұмабек есімді ақсақал."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0," Шаһардың сол жəне оң жағалау деп екіге бөлінетінін ескерсек, Астананың оң жағалауындағы сауда орталықтары да жаңа жылға дайындықтан алдына жан салмайтынын байқадық."
